P51946 P29083
P62750 Q9H2U1
O75251 Q9BQ95
P15941 P26678
P54274 P63208
Q07325 P13501
Q96QT6 Q8IXM2
P62805 Q9UNL2
Q15022 Q7Z2T5
O75569 Q5VYS8
Q9NZF1 Q92905
Q7Z4V5 O75475
Q8WYB5 Q92794
Q16540 P18621
Q9HBE1 Q0D2K3
Q9Y5K5 P62805
Q3KQV3 Q5T619
Q6DN03 Q9NUA8
Q9H2F3 Q03135
Q12906 P54886
Q9Y3S2 P35269
Q8NDW4 O75112
O95994 P62701
Q9NUS5 Q9H0R1
Q13520 Q14210
P49450 P51608
P01100 P56385
Q9UHF7 Q15911
O95436 Q9UKR5
Q9UIH9 Q2KHR3
P27449 P15313
O95786 O60266
P25440 Q5SSJ5
Q6ZN17 Q9HBE1
P17676 P53567
Q96FW1 Q8N1F7
O15218 Q9BX95
Q7Z3K3 Q53HV7
P05388 Q9H7E9
P13501 P51685
Q9Y450 P41091
Q9UNL4 Q92794
Q9BYC9 P09001
P18847 P17535
Q9Y6E7 P48735
Q15084 O76003
Q9NR30 P62424
O95786 Q96FG2
P15941 Q9Y3E0
P54368 Q9UMX2
O43826 P16152
P25090 Q8NDZ6
Q7Z7H8 Q16540
Q9Y3E0 O95562
P01308 P51798
P35268 Q9UNZ2
Q9H1X3 Q93063
P01275 Q96S59
O95994 Q5SSJ5
Q6QHK4 P47928
Q9NS37 Q96EB6
P07305 P17861
Q08380 Q14697
Q9Y4X4 Q96GQ7
Q92813 Q9Y385
P45880 Q16718
Q9UL40 Q9Y221
Q9HAZ2 Q8WXI9
Q8IWL3 Q96ER3
P18621 P63173
P32239 Q9NQ11
P15144 Q5T4S7
P0DPB6 Q6EEV4
P38117 Q08257
Q9BX68 Q9UI09
Q8TF50 O43741
O94761 P54886
Q92905 P50991
Q99750 Q6RVD6
Q96IW7 Q9NR28
Q9HB58 Q8TAE8
O75947 O95182
Q53GT1 P49448
Q6UWN0 P13667
P45880 Q6UW68
Q08211 O95793
Q6NUN9 P16615
Q8TAM1 P17987
O95786 O95881
O95793 Q92979
P85037 P41227
Q9H1Y0 Q7Z6L1
Q9NQE9 Q9Y3I1
O75593 O60548
P30040 Q9C0C9
Q86Y39 O43674
P63208 Q9UJX6
Q9NR55 O14867
P15172 Q15532
O95947 Q96LI6
Q5T3I0 Q9NY12
O14842 Q96EC8
O00716 Q75T13
O95786 Q8N1G0
O14880 Q9BYC8
P49450 Q01831
P61313 P05388
Q16540 Q96DV4
Q92633 Q9UBQ6
Q8N6G5 O43676
P60006 Q9UJX4
Q01664 Q9ULM3
O00487 P46094
P01308 O00391
Q6S9Z5 O43741
Q9NW08 P52435
Q9ULU4 Q9UBB5
Q96BI3 Q14469
Q6NUN9 Q8TDD1
O95786 P35754
P62854 P82912
Q9NPI1 Q5T3I0
P04844 O60503
O60885 O76003
O95786 Q9H582
P22362 Q92583
Q8N6T7 Q99832
Q9H2K0 Q9Y3D5
Q969R5 P48643
O75683 Q9H116
P40692 P07858
Q9UBS3 P00390
Q04837 P61604
O43653 Q8WWI5
P26196 Q5TAX3
Q9UID6 Q7Z2E3
Q13061 Q567V2
Q3KNW5 O43759
Q13887 Q92785
Q9NPI1 P41091
Q9UL40 O95793
P39210 O95168
O94761 P48651
Q9NU23 Q53GT1
Q8N680 Q9P0M6
Q9HA38 Q8IYB8
Q96BZ8 Q9BXU0
O00716 Q68E01
Q96SF2 Q9Y3I1
O75626 Q04837
Q8IY34 Q13144
P26358 P30086
P61081 P06744
Q13520 Q8TDV0
Q13887 Q9NPA3
Q9HAF1 Q9H0E9
Q8NAC3 Q96IK5
O95600 Q9GZR7
Q9NZB2 Q9NUL7
Q9UBK5 Q96B77
Q12792 Q8NBS9
Q99990 Q0D2K3
P51172 Q9Y2G8
Q8IZ57 O43286
Q05516 O60762
O15446 Q13029
Q96K58 Q6ZN55
Q99714 P09622
P48651 P07858
Q9Y320 Q9NV12
Q9H1C4 O75396
Q969K7 Q92993
Q8IX18 Q8IWI9
Q15672 P10071
P25440 Q5T3I0
Q9NWS0 Q15084
Q8N961 Q9NR09
Q86UK7 P08195
Q92905 P62263
Q8N6T7 Q96SK2
P10606 Q9UM22
O43513 Q9Y3C7
O95786 O15321
Q96HR3 Q9H944
Q9BYX4 O95785
Q9BV94 Q9HBR0
P08047 Q04837
P01106 Q01658
Q8N5I4 P54253
Q9H944 Q8WWK9
Q9H2K0 Q96EC8
Q6P1X6 P56556
P78423 Q16739
P10809 Q9UI09
Q9NWS0 P63208
Q9H1C4 Q9H7F0
Q96FI4 Q6P158
P62805 Q8WUD4
Q8N682 Q9H246
Q9NWS8 P82930
P55000 Q86UD1
Q92993 Q8N8E2
Q6IAA8 Q8NFG4
Q9H2F3 Q9GZM5
Q9Y5P2 Q9NS25
Q9Y2G3 A6NI15
O95711 Q9NWK9
P08151 Q13485
P62857 P23396
P49447 P35372
O95793 P26373
Q9UQ35 P09234
P02775 O00585
O95786 P23528
P16150 Q13144
Q13304 Q9UPQ8
O60885 Q92620
A1YPR0 O95365
P63208 O75586
O95994 P41091
O95182 P03905
P10809 Q16775
Q9UIH9 Q14119
P0C5Z0 Q9NSD4
Q15022 Q96RE7
P42568 Q96EB6
Q8N6T7 Q9H2P0
Q9Y3S2 Q96P70
O95793 P05388
Q02363 P01106
P54253 Q8WVX9
Q9UBB9 Q96BZ8
Q8N5A5 O43290
Q13838 P47929
Q96K62 O95365
O95881 Q6NZ67
Q71U36 O60884
P62805 Q14865
P62805 Q8N2M8
O95994 P54886
Q8IW50 Q8WXI9
Q13630 Q14376
Q14494 Q9BYV9
Q9H1Y3 Q9NR50
A2A3N6 Q969S3
Q96KC8 Q96FZ5
Q8N5K1 Q96PS8
P62805 Q12857
Q13127 Q08211
Q9H0R8 Q7L2E3
Q3V5L5 Q6PEX3
P43119 P55011
Q6ZW61 P48643
Q9H0W5 O75947
O95793 Q9Y450
Q9NWS0 P78347
P80188 P20396
O60885 Q9NRF9
Q8NCK7 O75915
O15467 P32248
Q6DKI1 Q6PK04
Q96LT7 Q9BPZ7
P82930 Q9Y3D3
Q9Y3E5 Q16775
P35268 Q9HCG8
P01308 Q9UHB6
Q9Y2T7 Q9NUL7
P61313 P62266
Q9HA38 Q9UPY3
O95365 P13010
Q9UKT9 Q9UBB5
P01106 Q8WW12
P39210 Q13421
O00398 O43676
P51608 P47914
P07858 Q86SX6
P53611 P49023
Q9Y3S2 Q9BZ95
O15467 P46092
Q9H2C0 Q99832
P01106 P17987
P15941 Q96AA3
Q04837 P10109
O15431 O94766
Q9NWT8 P09001
Q9C086 P18621
Q6R327 Q71U36
P26373 P18583
Q13127 P62888
P55317 P26358
P30041 P06744
P08173 O00391
Q75WM6 Q9NQV6
O43759 Q9Y3E5
O00487 P17987
Q12905 Q5BKZ1
P62899 Q13428
O00746 P07148
Q14166 Q15942
Q8IVS2 Q92665
P51608 P26373
P16615 Q16795
P01106 Q5VYS8
P25490 Q8N1G0
Q9UGP8 P46782
Q9UL40 Q9Y3D3
Q9UL40 Q13206
Q9Y2T7 P09001
Q08211 P55265
O94761 O60762
P25440 O95785
Q96AT9 P05090
Q9H0U6 Q96S59
O43889 Q16698
Q9NP55 Q9BRG1
Q9NS25 Q4LE39
Q8IWL3 Q96E22
P62899 Q49A26
Q8N4W6 O75396
P42166 Q08211
Q9UBW7 Q5VZL5
P29374 P14635
O15514 Q9Y2Y1
O75190 Q9GZZ1
O75953 Q13217
Q8N4H5 Q9UKR5
P25490 Q9H582
Q9NR12 Q4KMQ1
Q9Y3I1 Q07325
P61313 P62851
O15516 Q10586
Q9H2F3 P84157
P62899 Q96L73
Q16514 Q12962
Q969R5 Q8IWI9
Q13838 Q9UHB6
P62633 Q96ME7
O95793 Q9Y221
P05026 O15321
O95786 Q9Y2E8
P15336 P61604
P01106 P00491
Q6EEV4 P05090
P04554 Q96IT1
P62750 Q96MX3
Q9BQA5 P54259
Q8NDY6 Q9P2N7
Q8WUU5 Q86YP4
P25440 Q96JP5
Q8IZU1 Q96BV0
P35244 Q15554
O95182 Q9NR12
P02786 Q96HE7
Q8N1L9 Q9Y4H4
Q8TDT2 Q5J8X5
P26373 Q9BYD6
P45880 Q8IXB1
O95786 P00813
Q401N2 Q8TED1
Q9UHK0 Q05639
O43759 Q5JXX7
P43088 Q9BSR8
Q68E01 Q6P9B9
P54277 Q9UQ84
Q9UHI6 P40227
Q92583 P41597
P42166 P62888
Q9NR77 P51659
O15514 P36954
P38919 P26373
Q9Y6B7 Q96N21
Q96J42 Q6NXT6
Q66K41 Q8WUB8
P63208 Q9UJX4
O95793 P62266
P62424 Q9BU76
Q9NPI1 Q2NKJ3
P49768 Q53GQ0
P49450 Q9UIG0
Q9NRC8 P46782
Q5T653 Q9Y2T7
Q9UBS3 Q9BV94
P41002 O96005
P56556 P03905
Q6DKI1 P42766
O14957 Q9H0G5
P43681 Q92508
Q96I36 Q16718
Q8NCP5 Q5VW36
P05388 P62701
Q56NI9 Q9P0M6
Q9NPI1 O60762
O14880 P60201
P49450 O75475
Q8TAE8 Q16236
Q92793 Q96RL1
P15172 Q9UBL3
P17040 P16401
Q8IWL3 Q9UI30
Q71U36 Q9Y2G8
O60216 Q9NXV6
Q99750 P15923
O75569 Q03188
Q9NWS0 O43396
O95427 Q8N6M3
O75376 P41182
O60220 Q8WUW1
Q96FI4 Q9NVP1
Q9UF47 P13667
A0JLT2 Q9NR30
Q9ULD5 Q9UJP4
O75909 P15822
P49184 Q15005
Q9H2K0 Q9Y6X1
Q8N4S7 Q16236
O60885 P62495
O60756 P57055
O94761 A2A3N6
P36956 Q92830
O75569 Q8N0S6
P55316 Q14202
P09622 O15446
O14901 O14530
Q96FI4 P62847
Q9UBS4 Q8IYH5
Q9NY93 P82930
Q9Y2G8 P61313
Q9BU76 Q9NY93
Q6NUN9 O75190
Q9NRC8 Q8N8A6
P62424 Q9H7E9
P35869 Q13485
O14639 Q8N0Z2
A0PJE2 O75556
P62805 Q8WUU5
Q9NUH8 Q8NHS1
P35367 Q9GZM5
O95786 Q5T4S7
P61073 Q14CZ7
P46013 Q9UBB9
Q9Y320 Q04941
Q12905 P13010
P01106 P06744
P01100 Q92841
O95793 Q99707
P41002 O60884
Q99459 O00422
Q15022 Q86YP4
P35372 P56748
P36954 Q99814
Q96LT7 P62891
P62805 Q8NCP5
Q969R5 P50991
P30793 P67870
Q9C002 Q86Y39
Q13323 Q8N6F1
Q9H8H2 O75556
Q04837 Q9HD34
Q92633 Q96K49
P01106 Q92785
Q8WUP2 Q96EY9
Q9Y483 Q8IXM2
Q96IK5 A1L429
P25791 O15514
P26196 Q86XP3
P01308 O15235
Q7Z7K2 Q969R5
Q96DV4 Q8TAE8
Q00796 Q9NQR4
Q96MF4 Q5SSJ5
P01106 Q9NPA3
O94761 Q99459
Q96GQ7 Q9BVJ6
Q9NRC8 P25398
Q86TJ2 Q8N5A5
Q9UJW3 P11161
O60884 Q969R5
Q9H300 Q9H6K4
Q15554 O00746
O75683 Q6PK04
O15466 Q99805
Q8IZU1 Q96JP5
P37840 P00414
P47775 P54707
P50406 Q7Z4V5
P62263 Q969Q0
Q14197 P19404
Q9BUQ8 Q9UKJ3
P41002 P23396
Q9Y2Y1 O15318
P52434 O15446
P61081 Q8TB52
P10242 Q96DT7
Q99459 Q9NRL2
O95183 Q6NUQ1
Q12874 Q96NB3
P09622 P39748
Q13639 P78369
Q9Y3A3 Q9Y3C7
P62805 O14867
Q53RY4 Q8NHS3
Q9Y4X4 Q13405
P58417 Q5VW38
Q7KZN9 Q9Y5L4
P20382 Q9NR09
Q9NWS0 P56192
Q13217 Q32P28
Q8IY21 Q96KC8
Q9GZR5 Q9Y385
P23396 P63173
Q15596 P04000
Q96P66 Q6N075
Q9BYD6 P09001
Q9H4Z2 P38919
P55317 Q8IWS0
O43193 Q7Z4Q2
Q9BUQ8 Q9H8G2
O95786 Q8IY37
Q9NZ42 Q56NI9
Q8N490 Q6IBW4
Q9Y2G8 Q7Z4V5
O14863 Q99726
P53567 P0CAP2
O15265 Q16514
Q7L0J3 Q9HAS0
Q12906 Q5BKZ1
O95786 O15498
P23769 O15014
Q9NRC8 Q96T23
O94761 P51659
P49407 P05814
Q9P2R6 Q9ULU4
Q9HCK5 P25398
Q9BUE6 Q9Y296
Q9HC97 O95992
Q9H8G2 P21246
Q12952 Q99856
P04198 P26358
Q9Y657 Q14493
P41595 P05026
Q13304 Q14202
P25791 P30876
P46013 Q2KHR3
O15062 Q92993
O95182 P19404
Q8N6T7 Q13428
Q14197 Q9BUJ2
Q9H2F3 Q9Y394
P62805 P62857
Q9UJA5 Q96EB6
Q99459 P26196
Q75WM6 O15015
P41002 Q8WXI9
Q9Y6H6 Q8NEW0
Q8TED1 Q8IXM6
Q9UPM9 P48643
P48651 P16473
P42766 P40429
Q8IY92 Q9Y678
P62805 Q8N3Z6
Q9H2F3 Q3ZAQ7
Q9UL40 Q9H8H2
Q9BRG1 Q9UGI8
Q32P28 Q53EQ6
P55316 Q9NXE4
Q6ZW61 P50991
Q9H1X3 Q9NYU2
Q16254 P0DPB6
P67870 P14635
Q96FW1 Q96HC4
O75752 Q15828
Q96N64 Q96KM6
Q9P2G9 Q9BY14
Q9HBM0 Q9H2K0
Q9BYV9 P52739
Q9Y5Q6 Q9P2K2
P55000 Q9NY97
O14880 Q16540
Q9H3H5 Q16842
O43889 Q53TN4
Q96LB1 O00230
P38919 Q14191
O94761 Q9BRT9
Q9UJV9 P18583
Q8WVK2 P30043
P62805 Q6NZY4
Q9BXT2 Q9UI14
O60885 Q8N1F7
Q15326 Q02930
P43115 Q9H7B4
Q9BZ95 P15923
Q9UL41 Q6B0B8
P62899 Q14146
Q96KC8 P61313
Q9UIH9 Q1KMD3
Q8TDS5 A8MV65
Q6W5P4 Q14728
O95274 Q13421
Q14493 Q5VYS8
P0C5Z0 Q9C0C9
Q13127 Q00403
Q9UBB9 Q96LC9
Q99750 Q8N8B7
Q9HBX9 O95427
P42766 P18621
Q07325 Q9NRJ3
P47929 Q04837
O00230 P32745
Q9H944 Q9P0J7
Q8N6L1 Q8TAD4
Q8IX18 Q5T5X7
Q8IWL3 Q9NUL7
P10242 Q9Y2X9
Q9NX76 P02775
P01106 P17676
Q9UIH9 Q9H0E9
Q8IVS2 Q8NC60
Q12857 Q92585
P01106 Q9UI26
O15382 Q92793
Q86VZ1 Q9GZM5
O15304 Q02930
O75683 P42766
Q9BTX3 Q9UI14
Q9HAZ2 Q16795
Q3KNT9 P57086
Q9GZM5 P03905
O95402 Q15648
P07992 Q12962
Q9BU76 Q9UL63
O95793 Q96KA5
Q9GZM5 O76082
Q9Y2C3 Q9Y6M5
Q9Y258 P02778
O00421 Q8N6M3
O95793 P55265
Q9UBS3 Q15084
O14842 P30989
O00624 O60266
P05090 O43889
O95786 O94817
Q9HB58 Q9UJP4
A0AVI4 Q96JJ7
P01106 Q9NZB2
Q92905 P63173
Q9NR55 P17535
P49356 Q9GZP4
Q9UJV9 Q9HCG8
Q9NVP1 Q92785
Q9Y3I1 P61513
P25490 Q9BTC0
Q9UIH9 Q8IWI9
P15941 Q96NT0
Q14CZ7 Q7L2E3
Q96E52 Q9NVH1
O95445 Q9NY97
Q9Y2G8 P62424
Q96ME7 Q9BWE0
Q96FI4 O00566
Q6ZN55 Q8IVS2
Q6IAA8 Q9H9B4
O14978 Q12906
Q13520 Q8NHS1
Q8TDT2 P26678
Q9H1X3 Q9UGP8
P55769 O43290
Q9H1C4 Q9NV70
P51608 Q96FW1
Q9NYU2 P49356
Q9UGP8 Q99941
P49450 O75151
O95786 Q9Y221
Q99497 P30044
P35244 P59998
P39019 Q9UIG0
Q9NX58 Q9UIG0
Q8TF39 Q15697
Q5T3I0 O75683
Q05952 Q8NAF0
P24863 Q9NZH6
Q14973 Q8N554
O94761 O43670
Q9P2G3 Q53GT1
P78563 P49711
Q13485 Q99543
Q9NRC8 Q9H8H0
Q92560 P51610
Q9NWS0 P16152
Q96MW1 Q9UN30
O15446 O60216
P28222 Q9UIQ6
P18847 P15336
Q9H5V7 Q9H8E8
P17542 Q99460
Q9Y3I1 P48735
O95786 O95865
P49450 Q9Y483
Q9H5J0 Q8NBE8
Q8TAE8 O75394
P10242 Q96C00
P01106 Q69YH5
Q9UGI8 Q8N1F7
Q96EY1 O15209
P62847 Q03188
P14635 P26358
Q99909 Q8NBB4
P09622 Q15084
Q7Z3K3 P52747
Q8N239 O94761
P52434 Q9H944
O60885 Q96ME7
Q6IE81 Q8WYB5
Q96QT6 Q9UBB5
P62701 P62263
Q8TAE8 Q9BYC8
P09622 P63208
Q9UBP5 P54253
Q96C86 Q5SSJ5
Q15022 P47929
Q92793 Q15726
Q9UID6 Q99633
O15372 Q86U44
Q9H0W5 Q8IX01
Q13952 Q9P0U4
Q96C28 Q92665
Q9Y5Y3 Q9NX76
O95793 Q14166
P78364 Q8IWI9
Q96FT9 Q86SG7
P62847 Q9NX58
Q6IAA8 Q8IW50
A0JLT2 Q9H944
P25490 Q68DK7
P23025 P35244
P09382 P28698
O15372 Q9NX58
O94953 P48643
P02778 P14416
P62805 Q96EY1
P67870 P49916
Q9NR12 Q9UBP5
Q8N5U1 O60503
O95793 P49368
Q8IY95 P53634
O94761 O00487
Q9H2F3 Q8N5K1
P35244 Q9BTC0
Q99832 P51164
Q96K58 Q9GZR7
Q96Q45 Q92935
O43653 Q96S52
P13284 P15291
P15822 Q7Z3K3
P55317 Q8IY37
Q9UIF9 P26358
Q96FL8 Q9NZ53
Q3ZAQ7 Q9P0S3
Q9Y3E0 O14684
Q92633 Q8TB61
P02724 Q9NY35
P28222 Q15800
Q96HH4 Q8WWI5
P42766 Q9NUD5
Q9P2R6 Q9UBL3
Q96N21 Q9NZL9
Q9NPC1 P04844
Q16650 Q9ULD9
Q96FI4 Q9BRJ6
O15342 Q96JQ5
O75419 Q5JUK2
P25686 Q9NR28
O60885 Q9NPA8
O43674 P09669
P05388 P62280
Q9NWT8 Q9NRX2
P30556 Q9HD20
O76096 P07858
Q12906 Q8N8A6
Q8N680 Q6DKI1
Q9UL40 Q9UEG4
P04554 Q6P158
P24863 P09668
Q8IVS2 P82921
Q9HCE5 P62424
Q9NPI1 O43670
P35410 Q969Q0
Q16254 P08195
Q9H6H4 O75396
O94761 P68036
P19634 P63279
Q8NAP3 Q96RE7
O00155 Q58DX5
Q04837 Q96DV4
Q14197 Q9P0M9
Q9UBY8 Q9H6X4
Q9NTW7 P25791
Q13405 Q9NRX2
P40429 Q9BWE0
Q96FW1 P13010
Q96IW7 Q96JA4
Q9NX24 Q9H0U6
O94761 P50990
O95994 P37837
O60216 O00178
O75569 Q2TB10
Q6ZP80 Q5JXX7
Q9UKX7 Q9Y4E5
P24530 Q9NV70
P62424 P62701
Q9Y6H6 Q9H0W5
P10176 Q9UI09
Q6NUN9 P50991
O15062 P08047
Q15022 Q9UHB6
Q6W5P4 P08195
P35367 Q9Y394
Q14CZ7 Q9Y3D3
O60885 Q9UN30
P49771 P21583
Q8N6L1 Q8NCS7
P86480 Q03989
Q9NQR9 O43741
Q49AN0 P49327
Q9BYS1 Q5T749
Q9P0K8 O15090
Q9Y5Y3 Q9UKM7
Q9NWT8 Q96EY1
Q14CZ7 Q96EY8
Q96KC8 P62424
Q9UHG0 Q969H6
Q969Q0 Q9NY12
Q9UJX6 Q9NXE4
P62847 P54132
Q92611 Q8TBX8
P30519 O75306
Q03060 Q5T6F2
P24863 Q9H944
P01106 Q6NUN9
O95786 Q92522
Q9BWW7 Q6PID8
A7MD48 Q96IZ7
O60885 P25440
Q9UL40 Q96GQ7
P0C5Z0 Q9ULD5
Q99497 Q04837
Q14CZ7 Q16718
P42166 P59998
O00566 Q9NY93
Q14197 Q5T653
Q9UGP8 Q6NUQ1
O60756 Q9UL63
P25440 Q96HR3
O95793 Q9H8H2
P50406 Q8N3A8
Q13569 Q01831
Q9Y3E0 O95168
Q6P1X6 Q99832
Q9UKD1 P25791
P37840 O43167
Q8WVZ9 Q9P0M9
Q53EQ6 Q9UL63
Q14188 Q16254
P47928 Q8TAK6
P17542 Q04837
P0C5Z0 Q9Y3D5
P23396 P17987
P00390 P09622
P37275 Q12906
P62633 P62750
Q9NR12 Q9P2G9
Q8IWS0 O75643
Q92785 Q9UKJ3
P23769 Q15648
Q96Q45 Q8WZA1
Q9NZ42 Q92620
O94761 Q16650
O14880 P19404
P24522 P14635
O75569 P49711
O95786 Q99497
Q9HC38 P37837
P41231 Q9HD45
P41002 O00716
O94761 P25398
P23396 Q5VYS8
P61081 Q96DG6
Q8IVS2 P82650
O60885 P82979
O15446 Q69YH5
Q96N64 Q4LE39
Q9UPP1 Q01831
O95786 Q8NEA6
P56556 O15239
O60884 P35869
P53611 A2A3N6
Q9P0S2 Q14554
O94761 Q12874
O43638 O43823
Q9H8M2 Q13428
P04198 P61244
P38919 Q15631
P29375 P62851
P49407 P55201
Q8N344 Q969R5
Q92793 P24864
Q96C86 P54886
Q7Z7H8 Q13405
Q9UPW0 Q8N680
Q9Y5B8 Q92499
P01106 O95251
Q9BUQ8 O95391
Q04864 Q8IV13
O95994 O00487
Q9BUK6 Q8N4P3
Q9NPI1 P50990
P62805 Q6ZNB6
Q9NR77 Q9Y6Y8
P62805 P62701
O43889 P51610
O60911 P40692
Q9H0W5 O43290
P25440 P49848
Q9H0W5 Q5T749
O14842 Q9NWS8
Q99081 P61296
Q14202 Q8IZ40
Q9H2F3 O96005
P08047 P00846
Q14562 Q9Y4E5
Q9UI09 O75251
P62805 O94762
O00398 Q9UJT0
P46926 Q712K3
Q969M3 P14854
Q9NZ42 P49768
O75683 P82912
O15060 P85037
O95793 Q969V3
P35269 P29083
Q9BUQ8 O43290
O95786 P27449
Q13887 P15822
P21246 Q9UBS4
P56645 Q49AN0
P62805 Q5SSJ5
Q08211 Q9BVJ6
Q9NRC8 P61247
Q8NCA9 Q9NXF7
Q86U44 P10809
Q99814 Q99612
P57055 O60911
Q9UL59 P07199
Q9BY14 P15144
P25440 P25490
Q9H609 Q9UGP4
Q96KC8 Q9H3N1
Q9Y4U1 P50991
P54219 Q9H2L4
P51608 Q9H8H2
Q13113 Q96EC8
O95711 Q9NPD7
Q86UK7 Q99832
Q8N5Y8 Q8NCR0
P19447 P80188
Q9H1X3 Q6UX07
Q86WB7 Q6P1K1
O14842 Q9H7F0
Q8WUU5 Q9P281
P49450 Q9NVP1
Q9Y3I1 O14734
Q9NVM6 Q56P03
Q14CZ7 P82912
Q96MX3 O00566
P62847 Q9UPP1
Q96BI3 Q9NZ42
Q9C002 P14927
Q6IAA8 O43741
Q9H0C1 Q9UI95
O43474 Q12905
Q03135 Q9UIQ6
O95168 P19404
Q86Y39 Q16718
Q9NWS0 P40227
P10606 Q9NRP2
Q9H9D4 Q5JTC6
Q9UBK5 Q02338
O95994 P50990
Q9HAZ2 Q5SSJ5
Q9GZM5 Q92508
Q13126 O60888
Q92905 Q8WW12
P62266 P62847
O95273 Q8N6T7
Q52LG2 Q16134
Q9NRC8 Q712K3
P18621 P61619
Q9NX05 Q96T21
Q71U36 O15235
Q16637 Q96LT7
Q04864 Q9NSA3
Q9H0R8 Q9NR30
Q92905 P17987
Q9H2F3 O60884
Q99750 Q96IQ9
Q92793 P07101
O95786 O60888
P55317 O95793
Q9NVM6 Q9UQ35
Q9UL40 Q9H2U1
Q8N680 O75964
Q9NX76 Q96DR5
P55769 O00178
Q9NX36 P82650
Q03989 O43741
P51608 P46013
P17040 Q15697
Q9HCK5 P61247
P47900 O75947
P51946 Q9BUE0
Q6IWH7 P54886
Q9BQ15 P54132
O15235 Q8IYB8
Q9Y2D1 Q13227
P61313 P39019
P40429 Q9NVP1
O95968 Q9UIQ6
Q9GZR7 P55769
P51608 O75398
Q96EY1 Q16718
P49450 O15090
P49768 Q9UBS4
P39019 Q6P158
Q9NX58 Q6P158
Q8NEA5 Q6ZSS7
P63173 P62701
Q9BX68 Q96DV4
O43615 Q9NR28
Q6IBW4 Q9ULM3
Q13304 O43676
Q8IY34 O95793
O75964 Q9Y2Y1
O95786 P0CG13
P29375 Q9NV56
P51553 P0C7P4
Q8WXX5 O60216
Q49AN0 P63208
A1YPR0 P36956
Q8N5U1 Q92611
Q8NFT6 Q13404
Q70SY1 P16383
P51674 O15498
O60884 Q14147
O14530 Q6NZY4
P63279 O95365
P24863 Q49A26
O14978 O00422
Q92633 Q9H6H4
Q15047 Q15022
Q8TED1 Q99519
P54274 P23528
Q13206 Q8TDD1
Q8NB15 Q96M94
P62805 Q96KR1
Q13485 P25686
Q12906 P78330
Q71U36 Q96EY1
Q9UBL3 P08047
P0C7P0 Q9H9B4
Q6RVD6 Q9BT73
Q14376 P18621
O95793 Q9BUJ2
P58012 Q9NXE4
Q8IWL3 Q16795
Q9UIH9 P10244
P62805 Q13887
Q02446 P08047
Q9P2X7 Q9C0J9
Q8NFD5 Q9H8M2
Q96DX8 Q8IXM6
Q96EB6 P51610
Q8N4Q1 Q9BQ90
O94953 P50991
P01106 O95168
Q9NVH6 O60884
Q8TEY5 Q14697
Q96C00 Q9NTW7
P62805 P17535
Q8N5Y2 P62805
Q15274 Q5VZL5
Q6P1X6 Q9BSJ5
Q9UI09 O43676
Q12952 P25490
Q9Y3E0 Q9UBQ6
P78563 O75683
P15313 Q6IAA8
Q9NR30 Q6P158
P62805 Q5T3I0
P26373 Q9NP92
P49411 O43615
Q92905 Q9UJP4
P82912 P42766
Q04864 Q9NPJ8
P62805 O95619
Q9UBS4 Q9H3N1
P52739 P29375
O15446 O95251
Q96HZ4 O60756
Q9NWS0 Q9UBR2
P09234 Q3V5L5
Q6IE81 P47929
Q96HR3 O75586
Q9UHL9 Q14202
O14978 Q9NRL2
P47775 O95167
O14867 Q9ULX9
P24385 Q14145
Q86VZ1 Q15800
P23396 Q9Y2T7
Q401N2 Q8WY22
P17987 P40227
P01308 Q9NVH1
P67870 Q9HB58
Q92890 Q8NEY8
O15218 Q5H8A4
Q9ULD4 Q15047
Q8IV16 Q9BZQ6
Q9NUH8 P02724
Q99459 P48643
O95786 P13500
P41002 P62857
Q15428 Q92841
O75800 Q96FT9
Q9NWS0 O95881
Q9UI95 Q8TED1
Q92611 Q9NT62
O00574 P14416
Q9NX76 Q9NQ11
O60885 Q6GMV2
P28223 O96000
Q9H1C4 Q99805
Q9NY93 Q8IY37
P46013 Q9P0U4
O75379 O43653
P46094 P47992
O95786 P62633
Q9BU19 P61313
Q8IXK0 Q8NDX5
Q9P086 O75586
P46098 Q68CQ7
O14957 Q8WVK2
Q7KZN9 O75683
P61244 Q8TBX8
P67870 P26358
Q9NUH8 Q9UGQ3
O00409 P31025
Q16650 Q8NFD5
Q6IAA8 O15498
P46013 Q1KMD3
P10809 Q96DV4
P32745 Q9H4A6
P19532 Q99460
O15342 O00155
Q9NQR4 Q9Y5J7
Q14241 O15514
Q8TB52 Q13485
Q92633 P61073
Q8N680 O60832
Q16568 Q93100
P62263 O95793
P23025 P07992
Q8N680 Q9UBB5
P62857 P62701
P62263 Q7L2E3
P09466 Q96JP5
Q9H0R8 P49327
Q6PJQ5 O95619
P61313 Q9H2U1
Q92793 Q13105
Q5T3I0 Q9UHK0
Q9Y3I1 Q9NS18
O43914 Q969S0
Q9Y3B2 Q6NZY4
Q969M3 Q16594
Q16649 Q13642
Q9P2R6 P51610
P10809 Q6P1X6
Q09161 Q9NX58
Q9Y2T7 Q96KR1
Q14197 Q8TDD1
Q9H1C4 P05026
Q9NVP1 Q9NY12
P35414 Q9NV70
Q92845 Q9BRG1
O14880 Q9P0M9
Q53RY4 Q9H1E5
Q86Y38 Q8IXH7
Q9UNL4 P55201
Q9BX68 Q8WWV3
P25090 Q9UPQ8
Q9H2F3 Q9Y2G8
P01106 P67870
